date,company_ticker,first_seen,person_id,age,company_founded,company_industry,company_linkedin_url,company_name,company_type,company_website,country,grad_degree_degree,grad_degree_end,grad_degree_major_1,grad_degree_school_location_country,grad_degree_school_name,grad_degree_school_website,grad_degree_start,job_duration,level,next_job_company_founded,next_job_company_industry,next_job_company_linkedin_url,next_job_company_location_country,next_job_company_location_locality,next_job_company_location_name,next_job_company_location_region,next_job_company_name,next_job_company_website,next_job_level,next_job_title,next_job_title_role,next_job_title_sub_role,role,sex,sub_role,title,undergrad_degree_degree,undergrad_degree_end,undergrad_degree_major_1,undergrad_degree_school_location_country,undergrad_degree_school_name,undergrad_degree_school_website,undergrad_degree_start,years_since_grad,years_since_undergrad
2019-04,BOX,2021-01-08,1f1acKPepcUNOvjtM2ACyg_0000,31,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,senior,2004,computer software,linkedin.com/company/splunk,united states,san francisco,"san francisco, california, united states",california,splunk,splunk.com,,"principal product manager, augmented reality",operations,product,operations,male,product,senior product manager,bachelors,2011,media studies,,"university of california, berkeley",,2007,,8
2015-06,BOX,2017-12-04,nXGhf1iBNVBhcb8qzvCoKQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,manager,2009,computer software,linkedin.com/company/tiny-spec-inc,united states,san francisco,"san francisco, california, united states",california,slack,slack.com,,enterprise account executive,sales,accounts,customer_service,female,customer_success,"customer success manager, enterprise accounts",bachelors,2011,education,united states,"university of california, berkeley",berkeley.edu,2007,,4
2011-05,BOX,2016-12-25,pRTOLzAPal15Sx0BjDbGtA_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united kingdom,,,,,,,,1,unpaid,1884,retail,linkedin.com/company/marks-and-spencer,united kingdom,london,"london, london, united kingdom",london,marks and spencer,marksandspencer.com,,sales assistant,sales,accounts,,female,,volunteer,,,,,,,,,
2011-09,BOX,2016-12-25,5uCOnv-spODJ2nMrORax6w_0000,28,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,0,,2011,internet,linkedin.com/company/egraphs-com,,,,,egraphs.com,egraphs.com,owner,co-founder,,,engineering,male,software,software engineer,bachelors,2005,,japan,stanford university,stanford.edu,2001,,6
2017-09,BOX,2018-10-11,6oPqQlMHQRm4wuyNdiMzlQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,2008,computer software,linkedin.com/company/evernote,united states,redwood city,"redwood city, california, united states",california,evernote,evernote.com,,security engineer,engineering,,,male,,security analyst,bachelors,2015,computer science,united states,rochester institute of technology,rit.edu,2010,,2
2015-07,BOX,2016-12-25,d031rWD5zG3PB8xtgZtzrA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united kingdom,,,,,,,,2,,2011,information technology and services,linkedin.com/company/gocardless,united kingdom,london,"london, greater london, united kingdom",greater london,gocardless,gocardless.com,,account executive,sales,accounts,sales,female,accounts,account executive,bachelors,2011,project management,united kingdom,ucl,ucl.ac.uk,2008,,4
2021-05,BOX,2022-09-05,aYcPCbM834-0M5Q8896yYA_0000,43,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of science,2003,electrical engineering,united states,university of southern california,usc.edu,2001,1,senior,2019,information technology and services,linkedin.com/company/mcd-tech-labs,united states,mountain view,"mountain view, california, united states",california,mcd tech labs,,,staff site reliability engineer,engineering,,engineering,male,,senior site reliability engineer,bachelor of engineering,2000,electrical engineering,nepal,nepal jobs,,1996,18,21
2015-08,BOX,2020-03-11,l0XM3MGIPZbfRfXu8JwhCQ_0000,55,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of business administration,2013,,united states,ucla anderson school of management,anderson.ucla.edu,2010,1,,2007,computer software,linkedin.com/company/heroku,united states,san francisco,"san francisco, california, united states",california,heroku,heroku.com,senior,"senior director - growth, gtm and marketing",marketing,,marketing,male,,growth - user acquisition | demand generation,bachelor of engineering,2005,,india,university of mumbai,mu.ac.in,2001,2,10
2021-04,BOX,2023-01-16,tSJu3RnsXFtJBweHElfsKw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,vp,1887,higher education,linkedin.com/company/california-state-university-chico,united states,chico,"chico, california, united states",california,"california state university, chico",csuchico.edu,,cybersecurity advisor,,,,male,,"vice president, products - security and compliance",,,,,,,,,
2022-04,BOX,2023-01-16,tSJu3RnsXFtJBweHElfsKw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,vp,2004,venture capital & private equity,linkedin.com/company/first-round-capital,united states,san francisco,"san francisco, california, united states",california,first round capital,,,advisor,,,,male,,"vice president, products - enterprise, security, and compliance",,,,,,,,,
2020-03,BOX,2020-09-30,SDQbrBCm5QBUJKavdmB05g_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,2005,computer software,linkedin.com/company/talend,united states,redwood city,"redwood city, california, united states",california,talend,talend.com,senior,senior visual designer,design,graphic_design,design,,,brand designer,bachelors,2007,visual communications,south korea,far east university,kdu.ac.kr,2002,,13
2017-11,BOX,2018-11-11,pch4oUZyVaivwfqkpNWHJg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,2008,advertising,,the university of texas at austin,,2007,1,director,2015,mechanical or industrial engineering,linkedin.com/company/desktopmetal,united states,burlington,"burlington, massachusetts, united states",massachusetts,desktop metal,,manager,design lead,design,,design,male,product_design,creative director,bachelors,2007,finance,,the university of texas at austin,,2004,9,10
2016-03,BOX,2018-10-11,ONBpqRzXqq1i5qV4BXqrMg_0000,31,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,manager,2005,internet,linkedin.com/company/box.net,united states,los altos,"los altos, california, united states",california,box,,manager,"senior manager, global site operations",operations,,operations,male,,operations center team lead and manager,bachelors,2007,communication,,state university of new york at buffalo,,2003,,9
2019-11,BOX,2021-02-12,Oa3A7A13YQdiubSBEUOQKA_0000,51,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,manager,,,,,,,,,,,principal customer success consultant,customer_service,customer_success,customer_service,female,customer_success,"senior manager, customer success",,,,,,,,,
2013-09,BOX,2023-12-01,MZl1uPWxUVg5eyujPkOFqw_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,0,training,1984,management consulting,linkedin.com/company/oliver-wyman,united states,new york,"new york, new york, united states",new york,oliver wyman,oliverwyman.com,,management consultant,,,marketing,,product,smb product marketing intern,,,,,,,,,
2022-05,BOX,2022-06-08,Kgsya1jvK6SJ1MRfsFZRxw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,canada,,,,,,,,1,,2006,information technology and services,linkedin.com/company/amazon-web-services,united states,seattle,"seattle, washington, united states",washington,amazon web services,aws.amazon.com,,security consulting engineer,engineering,,operations,male,product,product security engineer,bachelors,2011,computer science,india,vignan institute of technology & sciences,vignanits.ac.in,2007,,11
2015-03,BOX,2021-06-10,dWeqTFU73hizYoUu-mL7zw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,2014,international affairs,switzerland,universität st.gallen,unisg.ch,2013,1,,2005,computer software,linkedin.com/company/workday,united states,pleasanton,"pleasanton, california, united states",california,workday,workday.com,,corporate sales development,sales,pipeline,sales,,pipeline,sales development representative,bachelors,2012,finance,united states,mays business school - texas a&m university,mays.tamu.edu,2008,1,3
2018-02,BOX,2018-11-11,7P9NLA1BvjiMVaCliSr3OA_0000,28,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,6,senior,2006,internet,linkedin.com/company/eventbrite,united states,san francisco,"san francisco, california, united states",california,eventbrite,eventbrite.com,manager,learning and development manager,,,human_resources,female,recruiting,senior talent development specialist,,,,,,,,,
2018-06,BOX,2019-06-12,OkhYnPqlR1vnwjdvBWaoLQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of science,2009,computer science,japan,stanford university,stanford.edu,2007,5,,2009,internet,linkedin.com/company/uber-com,united states,san francisco,"san francisco, california, united states",california,uber,uber.com,,engineer,engineering,,engineering,male,software,staff software engineer,bachelors,2003,computer science,,,,1999,9,15
2021-04,BOX,2023-07-29,QBkZD0KBAT47njdH-4oPGg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,saudi arabia,,,,,,,,2,,2021,,linkedin.com/company/keepcreatingadventures,united kingdom,,united kingdom,,adventure attitude,youtube.com/keepcreatingadventures,,account executive and english teacher and volunteering and full time traveller and content creator,sales,accounts,sales,,accounts,account executive benelux and nordics,bachelors,2013,management,netherlands,hogeschool inholland,inholland.nl,2006,,8
2018-08,BOX,2023-08-01,x2Tdn6XqM6XNoU-PMc9Pvw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,director,2008,computer software,linkedin.com/company/appdynamics,united states,san francisco,"san francisco, california, united states",california,appdynamics,appdynamics.com,director,creative director,design,product_design,design,female,product_design,creative director,bachelors,2001,,jordan,applied science university,asu.edu.jo,1996,,17
2010-12,BOX,2016-12-25,iESB-yXhVZBxlvlvgFgAaw_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,australia,,,,,,,,3,,1984,computer software,linkedin.com/company/windwardsoftware,canada,penticton,"penticton, british columbia, canada",british columbia,windward software systems inc.,windwardsoftware.com,,support administrator,customer_service,support,customer_service,female,support,technical support representative,,,,,,,,,
2015-01,BOX,2016-12-25,9uADrS16QSpqq8mFwF2Jlw_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,spain,,,,,,,,2,director,1992,translation and localization,linkedin.com/company/transperfect,united states,new york,"new york, new york, united states",new york,transperfect,transperfect.com,director,sales director enterprise solutions,sales,accounts,sales,male,accounts,head of commercial sales emea,bachelors,2001,management,,hbo university,,1997,,14
2017-09,BOX,2021-02-12,IGlzqpQZsOBWP50nPs885g_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,netherlands,,,,,,,,0,,2010,government administration,linkedin.com/company/dienst-uitvoering-onderwijs-duo-,netherlands,,netherlands,,dienst uitvoering onderwijs (duo),duo.nl,,medewerker klantenservice,,,,female,,vrijwilliger,bachelors,2017,social work,netherlands,hanzehogeschool groningen,hanze.nl,2013,,0
2019-06,BOX,2023-07-01,5P3CAynGcKWkg5kSbKljxQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,4,,,management consulting,linkedin.com/company/kellyocg,united states,troy,"troy, michigan, united states",michigan,kellyocg,kellyocg.com,,digital specialist,,,,female,,digital artist,bachelors,2011,design,united states,new jersey institute of technology,njit.edu,2007,,8
2016-05,BOX,2017-12-04,ouX6gFRRTuhRRxXqS3mx0w_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,,2012,internet,linkedin.com/company/lever-,united states,san francisco,"san francisco, california, united states",california,lever,lever.co,,sales engineer,sales,accounts,sales,male,accounts,sales engineer,bachelors,2009,economics,united states,baylor university,baylor.edu,2005,,7
2022-04,BOX,2023-12-01,Iu3lDBPjpxO34nI07EnqrA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,1968,primary/secondary education,linkedin.com/company/park-century-school,united states,culver city,"culver city, california, united states",california,park century school,parkcenturyschool.org,,office administrator,,,operations,female,,box business fellowship,bachelors,2022,sociology,united states,ucla,ucla.edu,2020,,0
2020-01,BOX,2021-03-16,NCy0xqqV5DkPUMWaOevydg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,5,senior,2009,internet,linkedin.com/company/asana,united states,san francisco,"san francisco, california, united states",california,asana,asana.com,,go-to-market and bizops sourcer,,,sales,female,accounts,senior sales sourcer and researcher,,,,,,,,,
2022-04,BOX,2022-05-18,rlLKF5uGq8XuQGxXDER3Eg_0000,43,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of science,2019,software development,united states,boston university,bu.edu,2018,1,senior,,entertainment,linkedin.com/company/disney-streaming,united states,new york,"new york, new york, united states",new york,disney streaming,disneystreaming.com,senior,senior software engineer,engineering,software,engineering,male,software,senior software engineer,bachelors,2012,,united states,wgu tennessee,wgu.edu,2010,3,10
2018-01,BOX,2018-11-11,IgS6kBSw-XqBeNJGVsdRZw_0000,40,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,,2004,computer software,linkedin.com/company/servicenow,united states,santa clara,"santa clara, california, united states",california,servicenow,servicenow.com,senior,senior account executive at servicenow federal,sales,accounts,sales,male,accounts,account executive,bachelors,2000,,,rutgers university - new brunswick,,1997,,18
2019-11,BOX,2023-08-01,Qdqq2oBGfb1q51vjRI-rlQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,spain,,,electrical engineering,united kingdom,university of bath,bath.ac.uk,2017,0,,2014,real estate,linkedin.com/company/spotahome,spain,,"madrid, spain",madrid,spotahome,spotahome.com,,data operations,operations,,customer_service,male,product,product support specialist,,,,,,,,,
2014-12,BOX,2018-10-11,LQzs2l7kbRItgaNjdfoM6Q_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united kingdom,,,,,,,,1,senior,1975,computer software,linkedin.com/company/microsoft,united states,redmond,"redmond, washington, united states",washington,microsoft,microsoft.com,manager,global modern workplace sales lead,sales,accounts,sales,male,accounts,senior account executive,bachelors,2009,business management,united kingdom,aberystwyth university,aber.ac.uk,2005,,5
2020-01,BOX,2021-02-12,KjgiqBmGwJpsi3BRBYlkQA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,japan,,,,,,,,1,manager,2011,information technology and services,linkedin.com/company/plaid-inc,japan,,japan,,"plaid, inc.",plaid.co.jp,,inside sales,sales,accounts,,female,,lead generation representative,,,,,,,,,
2019-04,BOX,2019-12-07,l-B5hePBm-79-uSl7KTBvA_0000,37,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of business administration,2011,marketing,united states,university of san francisco,usfca.edu,2009,2,manager,2009,computer software,linkedin.com/company/okta-inc-,united states,san francisco,"san francisco, california, united states",california,okta,okta.com,director,"director, analyst relations",,,,female,,"senior manager, analyst relations",,,,,,,,8,
2015-11,BOX,2019-12-07,M8P2KOwJsXxcASLX0Yas2w_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,manager,2005,computer software,linkedin.com/company/workday,united states,pleasanton,"pleasanton, california, united states",california,workday,workday.com,manager,marketing automation and campaign optimization manager,marketing,,marketing,female,,marketing automation manager,bachelors,2007,communications,,,,2003,,8
2019-10,BOX,2023-11-11,al9uDNCSNOSGWtJSwQEOzA_0000,42,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,director,1998,internet,linkedin.com/company/google,united states,mountain view,"mountain view, california, united states",california,google,google.com,manager,"group strategy manager, cloud marketing",engineering,devops,operations,male,,"director, strategy and analytics",,,,,,,,,
2018-08,BOX,2018-11-12,EkO-ILFY4tFIsrdRlgnhXA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,4,,2009,computer & network security,linkedin.com/company/cloudflare,united states,san francisco,"san francisco, california, united states",california,cloudflare,cloudflare.com,,enterprise account executive,sales,accounts,sales,male,accounts,enterprise account executive,,,,,,,,,
2013-11,BOX,2020-06-17,XWhy9npQidLccnEy2FRaOg_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,1,,2011,internet,linkedin.com/company/browserstack,ireland,,ireland,,browserstack,browserstack.com,,north america enterprise sales,sales,accounts,sales,male,accounts,account executive,,,,,,,,,
2021-07,BOX,2022-01-05,dBv7A6jKTsKmQy54u-ZGuA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,2001,computer software,linkedin.com/company/sapsuccessfactors,united states,south san francisco,"south san francisco, california, united states",california,sap successfactors,successfactors.com,senior,senior account executive - large enterprise,sales,accounts,sales,female,accounts,large enterprise account executive,bachelors,2009,english,united states,university of louisville,louisville.edu,2005,,12
2008-06,BOX,2016-12-25,rLEVunrvec2jfGk7y-1c2w_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united kingdom,,,,,,,,2,,,hospital & health care,linkedin.com/company/nhs-direct,united kingdom,london,"london, greater london, united kingdom",greater london,nhs direct,nhsdirect.nhs.uk,,health advisor,,,,male,,bar staff,bachelors,2008,,united kingdom,leeds beckett university,leedsbeckett.ac.uk,2005,,0
2008-12,BOX,2023-08-01,SHf727cfaMBzlvjMy2dj4Q_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,0,,2004,internet,linkedin.com/company/yelp-com,united states,san francisco,"san francisco, california, united states",california,yelp,yelp.com,,account executive,sales,accounts,sales,,business_development,public relations and business development assistant,bachelors,2007,international relations,japan,stanford university,stanford.edu,2003,,1
2019-03,BOX,2019-06-12,SW2RVQUhjzGvKXm0Q-3j6Q_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,5,manager,2003,computer software,linkedin.com/company/docusign,united states,san francisco,"san francisco, california, united states",california,docusign,docusign.com,manager,lead customer customer success manager,customer_service,customer_success,customer_service,female,customer_success,customer success manager,bachelors,2013,advertising,united states,the university of texas at austin,utexas.edu,2009,,6
2016-11,BOX,2023-07-01,jXM8rrW2LWapKZxNc81ZcQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,guatemala,,,,,,,,2,,,,linkedin.com/company/intouchcx,canada,winnipeg,"winnipeg, manitoba, canada",manitoba,intouchcx,,,analista de fraude,,,,female,,asistente de gerencia,,,,,,,,,
2011-02,BOX,2023-07-01,BshNE6rHeFr9zLtQumrfmw_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,3,,1977,information technology and services,linkedin.com/company/oracle,united states,austin,"austin, texas, united states",texas,oracle,oracle.com,,principal hardware engineer,engineering,,engineering,male,,principal hardware engineer,,,,,,,,,
2017-06,BOX,2023-07-01,ShM0PhfUgbfMD7WP6GmGug_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,,entertainment,linkedin.com/company/ripley-grier-studios,united states,,"new york, united states",new york,ripley-grier studios,ripleygrier.com,,customer service representative,customer_service,,operations,,office_management,office manager,bachelors,2015,acting,united states,oklahoma city university,okcu.edu,2011,,2
2017-04,BOX,2019-02-12,jPBUtQ9cjZTirZo7y2QhAg_0000,30,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,4,,2013,logistics and supply chain,linkedin.com/company/flexport,united states,san francisco,"san francisco, california, united states",california,flexport,flexport.com,manager,brand design lead,design,,design,male,,brand designer,bachelors,2010,communication,united states,"california state university, chico",csuchico.edu,2005,,7
2020-11,BOX,2021-06-10,DB5-phw-Ub9XhvlZc3scBg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,japan,,,,,,,,3,,2004,computer software,linkedin.com/company/splunk,united states,san francisco,"san francisco, california, united states",california,splunk,splunk.com,senior,senior .professional service consultant,,,,male,,technical consultant,,,,,,,,,
2017-09,BOX,2021-12-11,0iyFIbK4DuEWpeczXgLIfQ_0000,60,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,6,,2012,computer software,linkedin.com/company/snowflake-computing,united states,san mateo,"san mateo, california, united states",california,snowflake,snowflake.com,director,sales director - ny metro,sales,accounts,sales,male,accounts,strategic account manager,bachelors,1995,marketing,,,,1991,,22
2014-11,BOX,2019-12-07,tTB7VqK-luEa0YoHUT7iGw_0000,42,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,1,senior,2000,information technology and services,linkedin.com/company/covisint,united states,southfield,"southfield, michigan, united states",michigan,covisint,covisint.com,manager,solution engineering leader,engineering,,sales,male,accounts,senior sales engineer,,,,,,,,,
2021-05,BOX,2021-08-27,0PZBpIXQPzywvrS0vf0Rdg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,1994,civic & social organization,linkedin.com/company/uclalbsa,united states,los angeles,"los angeles, california, united states",california,latin business student association at ucla,uclalbsa.com,vp,vice president of professional development,,,operations,female,,box business fellowship,,,economics,united states,ucla,ucla.edu,2020,,
2012-12,BOX,2016-12-25,XP5CROFOlxMOoQNMhp8ONw_0000,30,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,0,,2009,computer software,linkedin.com/company/bluejeans-by-verizon,united states,,"california, united states",california,bluejeans by verizon,bluejeans.com,manager,customer success manager,customer_service,customer_success,sales,male,accounts,account executive,bachelor of music,2004,music,united states,oklahoma baptist university,okbu.edu,2000,,8
2015-11,BOX,2017-12-04,t23ccA0rlwKxhXScOCDEfA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,2008,computer software,linkedin.com/company/github,united states,san francisco,"san francisco, california, united states",california,github,github.com,,staff database infrastructure engineer,engineering,information_technology,engineering,male,information_technology,staff database engineer,,,,,,,,,
2018-12,BOX,2019-12-06,SXFiQJJsUHK5mV4yEk-u8w_0000,44,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,1934,utilities,linkedin.com/company/lcra,united states,austin,"austin, texas, united states",texas,lcra,lcra.org,,cyber security analyst,,,,male,,security specialist,bachelors,2003,management,united states,the university of memphis,memphis.edu,1998,,15
2022-08,BOX,2023-06-01,a7nA-8J8i2t-NruEdXODWA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,,higher education,linkedin.com/company/northeastern-university,united states,boston,"boston, massachusetts, united states",massachusetts,northeastern university,northeastern.edu,director,head of cloud center of excellence,engineering,devops,operations,male,,technical program manager,bachelors,1997,teacher education,united states,north carolina state university,ncsu.edu,1991,,25
2015-03,BOX,2016-12-25,mTSQCRucXgdqGH0CFtLUBw_0000,37,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,senior,1994,internet,linkedin.com/company/yahoo,united states,sunnyvale,"sunnyvale, california, united states",california,yahoo,yahoo.com,,global it strategy,operations,,operations,male,project_management,senior it project manager consultant,,,,,,,,,
2020-01,BOX,2020-03-02,JT-p2CPn4MrimjWqZKIqYw_0000,37,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,2009,computer science,united states,georgia institute of technology,gatech.edu,2007,9,,2013,logistics and supply chain,linkedin.com/company/doordash,united states,san francisco,"san francisco, california, united states",california,doordash,doordash.com,,staff software engineer,engineering,software,engineering,male,software,staff software engineer,,,,,,,,11,
2019-01,BOX,2022-02-24,-PkN-NCFf6ZntD0ZN6FrLQ_0000,36,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,director,2008,internet,linkedin.com/company/twilio-inc-,united states,san francisco,"san francisco, california, united states",california,twilio,twilio.com,,global accounts - enterprise sales,sales,accounts,sales,male,accounts,account director - enterprise sales,bachelors,2006,marketing,united states,shippensburg university of pennsylvania,ship.edu,2002,,13
2020-03,BOX,2023-08-01,NJp9cxH84tSpppwt-STnXQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,senior,2004,internet,linkedin.com/company/meta,united states,menlo park,"menlo park, california, united states",california,meta,meta.com,,leadership recruiter,human_resources,recruiting,human_resources,female,recruiting,senior technical recruiter,bachelors,2009,psychology,united states,uc san diego,ucsd.edu,2005,,11
2020-12,BOX,2023-08-01,d3TqqJ2O7bUcYzMh1rozAw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,senior,2009,computer software,linkedin.com/company/okta-inc-,united states,san francisco,"san francisco, california, united states",california,okta,okta.com,vp,vice president of product management,operations,product,operations,male,product,senior director of product management,,,,,,,,,
2020-09,BOX,2023-07-28,NgN6II-OpeVGdfibD4g4sg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,2013,entertainment,linkedin.com/company/only-the-indies,,,,,not listed,pleasedeletethiscompanypage.com,,support engineer,customer_service,support,engineering,male,,solutions engineer,bachelors,2014,computer science,united states,uh hrd,uh.edu,2012,,6
2022-11,BOX,2022-12-13,8WY-502BOtTuDzNkgLszBg_0000,38,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,5,senior,2011,computer & network security,linkedin.com/company/crowdstrike,united states,,united states,,crowdstrike,crowdstrike.com,senior,senior software engineer,engineering,software,engineering,male,software,senior software engineer,,,,,,,,,
2014-03,BOX,2016-12-25,q5y1ldKPrUQ3lennA9LISw_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united kingdom,,,,,,,,1,,1987,retail,linkedin.com/company/matches,united kingdom,london,"london, london, united kingdom",london,matchesfashion.com,matchesfashion.com,,advertising executive and account management and brand partnerships,sales,accounts,marketing,male,,emea marketing programs contractor,bachelors,2007,leadership,united states,new york university,nyu.edu,2003,,7
2019-06,BOX,2019-09-09,mDEn580IFCmfqhtGxWospw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of science,2008,mathematics,russia,chernyshevsky saratov state university,sgu.ru,2003,2,,2004,internet,linkedin.com/company/meta,united states,menlo park,"menlo park, california, united states",california,meta,meta.com,,prodution engineer,engineering,,,male,,sre,,,,,,,,11,
2022-07,BOX,2023-07-01,6cXi4yeSdrUoXEotqmhSqg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united kingdom,,,,united kingdom,"goldsmiths, university of london",gold.ac.uk,2021,1,,2020,,linkedin.com/company/glimpses-of-art,united kingdom,,united kingdom,,glimpses of art,glimpsesof.art,,assistant producer,media,,,,,assistant stage manager,bachelors,2018,italian,united kingdom,university of cambridge,cam.ac.uk,2014,,4
2022-04,BOX,2023-10-16,8LAB13-IjRXx5bl59Xj6yA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,1968,banking,linkedin.com/company/bank-of-america,united states,charlotte,"charlotte, north carolina, united states",north carolina,bank of america,bankofamerica.com,,treasury managment analyst,,,operations,male,,box business fellowship,bachelors,2022,,united states,wartburg college,wartburg.edu,2018,,0
2021-07,BOX,2021-09-08,jVVVT6v6IKYhDTv9IPnjuw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,cybersecurity,united states,wgu tennessee,wgu.edu,2021,1,,1998,internet,linkedin.com/company/google,united states,mountain view,"mountain view, california, united states",california,google,google.com,,security engineer,engineering,,engineering,male,,security engineer ii,bachelors,2020,,united states,wgu tennessee,wgu.edu,2017,,1
2014-07,BOX,2018-11-11,gTUJD2uHW9dyaRvuPMYbww_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,2,,2008,computer software,linkedin.com/company/new-relic-inc-,united states,san francisco,"san francisco, california, united states",california,"new relic, inc.",newrelic.com,,sales representative,sales,accounts,sales,male,accounts,sales representative,bachelors,2007,business,,california polytechnic state university - san luis obispo,,2002,,7
2023-01,BOX,2023-12-01,2GzD2Z4CikILK2h4HVH2Ug_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,2010,information technology and services,linkedin.com/company/wpengine,united states,austin,"austin, texas, united states",texas,wp engine,wpengine.com,,acquisition development representative,operations,,sales,,pipeline,sdr,bachelors,2020,business,united states,university of north texas,unt.edu,2016,,3
2016-02,BOX,2017-12-04,FL45BLynAmnBBK3HYoNcUA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,1891,higher education,linkedin.com/company/stanford-university,united states,stanford,"stanford, california, united states",california,stanford university,stanford.edu,,administrative associate for psychology one program,operations,,,female,,customer retention associate,bachelors,2014,,,,,2010,,2
