date,company_ticker,first_seen,person_id,age,company_founded,company_industry,company_linkedin_url,company_name,company_type,company_website,country,grad_degree_degree,grad_degree_end,grad_degree_major_1,grad_degree_school_location_country,grad_degree_school_name,grad_degree_school_website,grad_degree_start,job_duration,level,next_job_company_founded,next_job_company_industry,next_job_company_linkedin_url,next_job_company_location_country,next_job_company_location_locality,next_job_company_location_name,next_job_company_location_region,next_job_company_name,next_job_company_website,next_job_level,next_job_title,next_job_title_role,next_job_title_sub_role,role,sex,sub_role,title,undergrad_degree_degree,undergrad_degree_end,undergrad_degree_major_1,undergrad_degree_school_location_country,undergrad_degree_school_name,undergrad_degree_school_website,undergrad_degree_start,years_since_grad,years_since_undergrad
2015-01,BOX,2016-12-25,HH1cUl-wHCiMK6QE6vNOiw_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,2,,2009,computer & network security,linkedin.com/company/outpost24-spain,spain,barcelona,"barcelona, catalonia, spain",catalonia,outpost24 spain (ex-blueliv),blueliv.com,,investor,finance,investment,finance,male,investment,investor,,,,,,,,,
2022-03,BOX,2023-07-01,s7XEu3LUgBSi0cwR5Mzk9w_0000,27,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,,,,,,,,sass n strut,,,company member and social media manager and choreographer,media,,operations,female,,outbound business representative,bachelors,2018,business,,the university of texas at austin,,2014,,4
2011-07,BOX,2016-12-25,gng8pGXi4ckxQqtx8-MXaA_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,brazil,,,,,,,,1,,,,,,,,,secco consultoria,,,estagiária,,,,female,,estagiária,,,,,,,,,
2019-10,BOX,2020-03-02,Ai5hWQbXMg7qKBLqbJbCbA_0000,29,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,manager,2004,computer software,linkedin.com/company/palantir-technologies,united states,denver,"denver, colorado, united states",colorado,palantir technologies,palantir.com,,compliance engineer,engineering,,,female,,compliance manager,bachelors,2012,management,united states,western washington university,wwu.edu,2008,,7
2018-04,BOX,2019-06-12,vzsyUHyhDES6mDO2SK7-9Q_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united kingdom,,,,,,,,0,,2014,accounting,linkedin.com/company/ibandcoaccountants,united kingdom,london,"london, greater london, united kingdom",greater london,ib&co accountants,ibandco.co.uk,partner,managing partner,,,finance,male,accounting,assistant gl accountant,bachelors,2012,accounting,united kingdom,london south bank university,lsbu.ac.uk,2009,,6
2021-02,BOX,2021-06-10,812P12p-dgWv0YU9oEJs4A_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,senior,2004,computer software,linkedin.com/company/servicenow,united states,santa clara,"santa clara, california, united states",california,servicenow,servicenow.com,,advisory solution consultant,,,,male,,senior solutions consultant,bachelors,1993,mechanical engineering,united states,university of maryland,umd.edu,1988,,28
2013-09,BOX,2023-07-01,RaOvPGerAl4rt4HaJAnf8Q_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,3,training,1946,public relations and communications,linkedin.com/company/fleishmanhillard,united states,saint louis,"saint louis, missouri, united states",missouri,fleishmanhillard,fleishmanhillard.com,,organizational consultant,,,,female,,project intern,bachelors,2010,design,,,,2006,,3
2019-08,BOX,2021-02-18,3JLM59rODtB-aYq04nzvGg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,,education management,linkedin.com/company/university-of-st--thomas-houston,united states,houston,"houston, texas, united states",texas,university of st. thomas (tx),stthom.edu,director,director of esports,,,operations,male,,outbound business representative,bachelors,2017,management,united states,southwestern university,southwestern.edu,2013,,2
2019-10,BOX,2021-08-28,IMTRM8vxMbidWoVUd8hYOw_0000,32,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,,2010,internet,linkedin.com/company/pinterest,united states,san francisco,"san francisco, california, united states",california,pinterest,pinterest.com,manager,"manager, sales technology",sales,accounts,operations,male,,enterprise business systems,bachelors,2010,international business,united states,san diego state university,sdsu.edu,2006,,9
2014-11,BOX,2016-12-25,pGk3kwNudEbfTD5kDCBCdg_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,3,manager,2010,information technology and services,linkedin.com/company/cisco-cloudcenter,united states,san jose,"san jose, california, united states",california,cisco cloudcenter (formerly cliqr),cliqr.com,,principal technical writer,media,writing,media,,writing,lead technical writer,,,,,,,,,
2018-12,BOX,2020-10-02,tKS5kuLUzZdHvs-laT2Wvg_0000,33,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,manager,2009,computer & network security,linkedin.com/company/cloudflare,united states,san francisco,"san francisco, california, united states",california,cloudflare,cloudflare.com,,pricing strategist,operations,,operations,male,,senior manager - pricing strategy,bachelors,2008,economics,united states,amherst college,amherst.edu,2004,,10
2021-07,BOX,2022-05-23,3vxbXBZrTBxPLFbH98Vjuw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,portugal,,,,,,,,0,,,,,,,,,hotel s jorge,,,camareira e empregada de mesa,,,,female,,atendimento ao público,,,,,,,,,
2016-02,BOX,2017-12-04,tY9nPC2m25zL3bThNGBhdA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,1999,,united states,duke university,duke.edu,1995,2,manager,2005,computer software,linkedin.com/company/workday,united states,pleasanton,"pleasanton, california, united states",california,workday,workday.com,,product manager,operations,product,,female,,"senior manager, enterprise systems",,,,,,,,17,
2015-05,BOX,2016-12-25,pOdifRf5p1WsH6DpVOhwEA_0000,57,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,senior,2010,computer software,linkedin.com/company/sumo-logic,united states,redwood city,"redwood city, california, united states",california,sumo logic,sumologic.com,manager,regional sales manager,sales,accounts,sales,male,accounts,senior account executive and senior enterprise account executive,bachelors,2000,anthropology,united states,west virginia university,wvu.edu,1996,,15
2014-10,BOX,2018-11-11,pVDj8uuFLgUF9geyDLjf6g_0000,26,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,1,,1999,internet,linkedin.com/company/salesforce,united states,san francisco,"san francisco, california, united states",california,salesforce,salesforce.com,manager,"senior manager, renewal sales and operations",sales,accounts,sales,male,accounts,sales,,,,,,,,,
2022-03,BOX,2022-05-11,feE3i28DzaSOebuuwr04Qw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,germany,,,,,,,,1,,2018,staffing and recruiting,linkedin.com/company/wearekeen,netherlands,,netherlands,,wearekeen | talent partners,wearekeen.com,manager,client lead,,,human_resources,female,recruiting,tech recruiter,bachelors,2010,human resource management,united kingdom,aston university,aston.ac.uk,2006,,12
2020-11,BOX,2021-02-02,cie-ZVSCeu8qg514du4QHA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,canada,master of business administration,2008,business administration,india,anna university,annauniv.edu,2006,2,senior,1932,human resources,linkedin.com/company/ceridian,united states,minneapolis,"minneapolis, minnesota, united states",minnesota,ceridian,ceridian.com,manager,lead software system engineer,engineering,software,engineering,male,software,senior software engineer - cloud platform,bachelors,2003,computer science,india,university of madras,unom.ac.in,1999,12,17
2014-04,BOX,2016-12-25,7e2SUoDXlao1RNQe018cuA_0000,29,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,3,senior,2011,writing and editing,linkedin.com/company/scripted-com,united states,san antonio,"san antonio, texas, united states",texas,scripted,scripted.com,director,director of product,operations,product,operations,male,product,senior product manager,bachelors,2008,computer science,,cornell university,,2004,,6
2014-08,BOX,2016-12-25,6Ve0znWNN9WuHDIul0QNaA_0000,47,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,3,vp,,,,,,,,independent,,,business to business sales operations consultant,sales,accounts,sales,male,accounts,vice president global sales ops,,,,,,,,,
2017-09,BOX,2018-10-11,vMZBucwdaSO6FFA3xBk0jQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,training,2016,internet,linkedin.com/company/forwardinc,united states,san francisco,"san francisco, california, united states",california,forward,goforward.com,,software engineer,engineering,software,engineering,male,software,software engineering intern,,,physics,,university of chicago,,2014,,
2023-10,BOX,2024-03-10,BbVFDRtNrG6e71JENBAa7g_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,senior,,hospitality,linkedin.com/company/worldwide-internships-philippines,philippines,manila,"manila, manila, philippines",manila,ediphi,,,staff product manager,operations,product,operations,male,product,"senior product manager, mobile",bachelors,2015,construction management,,california polytechnic state university - san luis obispo,,2011,,8
2019-03,BOX,2019-12-07,7S0qaV3fWPJudCB9x0DxWA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,2014,computer software,linkedin.com/company/victory-lap,,,,,victory lap,victorylap.co,,student,,,,female,,tech fellow,bachelors,2019,business administration,colombia,esg,linktr.ee,2015,,0
2022-01,BOX,2022-02-08,D7QaC4oJvAgsmxTehn6nNg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,2012,internet,linkedin.com/company/instacart,united states,san francisco,"san francisco, california, united states",california,instacart,instacart.com,senior,"senior product designer, retailer growth",design,product,design,male,product,"product designer, growth and product adoption",bachelors,2016,economics,united states,university of colorado boulder,colorado.edu,2012,,6
2020-01,BOX,2020-03-11,wZ4SvBnAxMBB72In8x97BQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united kingdom,,,,,,,,1,,2005,computer software,linkedin.com/company/smartsheet-com,united states,bellevue,"bellevue, washington, united states",washington,smartsheet,smartsheet.com,manager,client development manager,,,sales,male,accounts,enterprise account executive,bachelors,2009,social sciences,united kingdom,university of bath,bath.ac.uk,2006,,11
2022-04,BOX,2022-05-13,ofiboAVqeqpj-ABBn3ziUw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,2000,computer games,linkedin.com/company/xbox-publishing,united states,redmond,"redmond, washington, united states",washington,xbox game studios publishing,,,xbox game camp new orleans,,,operations,,,box business fellowship,bachelors,2020,accounting,united states,jarvis christian college,jarvis.edu,2018,,2
2022-12,BOX,2023-07-01,PEqrWWvotO85cKCcZZ5vdw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,2017,architecture,,new school of architecture and design,,2015,3,,,,,,,,,rocco_naar,,,jewelry designer,design,,design,,,architectural designer,bachelors,2010,design,china,manchester metropolitan university,mmu.ac.uk,2007,5,12
2020-04,BOX,2020-08-18,kofIseiobvxKhv6hcmBRog_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,1976,consumer electronics,linkedin.com/company/apple,united states,cupertino,"cupertino, california, united states",california,apple,apple.com,,site reliability engineer,engineering,,engineering,,,site reliability engineer,bachelors,2010,,ukraine,kharkiv national university of radioelectronics,nure.ua,2008,,10
2019-02,BOX,2019-12-07,lip4q7dNo3-sJ17Se7BwMw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united kingdom,,,,,,,,0,,1968,information technology and services,linkedin.com/company/soprasteria,france,france,"france, aquitaine, france",aquitaine,sopra steria,soprasteria.com,,soc analyst,,,,male,,soc analyst,,,,,,,,,
2014-02,BOX,2018-11-11,nYF0cze7E5cNgQQ8otmcAA_0000,58,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,master of science,2012,software engineering,united states,carnegie mellon university,cmu.edu,2010,4,senior,2010,internet,linkedin.com/company/pinterest,united states,san francisco,"san francisco, california, united states",california,pinterest,pinterest.com,manager,tech lead,,,engineering,male,software,senior software engineer,bachelors,2009,electrical engineering,,"university of california, berkeley",,2005,2,5
2022-09,BOX,2023-03-17,uZ9LdBxM1vXM6j5yvww1pA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,training,,information technology and services,linkedin.com/company/accenturefederalservices,united states,arlington,"arlington, virginia, united states",virginia,accenture federal services,accenturefederal.com,,business process development analyst,operations,,sales,female,accounts,outbound business sales intern,bachelors,2022,supply chain management,united states,virginia tech,vt.edu,2018,,0
2015-11,BOX,2020-03-02,l6ceacfq5yhOCX08quBnYQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,1996,internet,linkedin.com/company/expedia,united states,seattle,"seattle, washington, united states",washington,expedia group,lifeatexpedia.com,,product operations,operations,product,sales,,accounts,sales operations,,,,,,,,,
2023-01,BOX,2023-02-24,hR49MsQxShiFNR8pZMUKAg_0000,27,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,,2016,computer software,linkedin.com/company/moveworksai,united states,mountain view,"mountain view, california, united states",california,moveworks,moveworks.com,,product manager,operations,product,engineering,male,software,software engineer,bachelors,2016,,,"university of california, berkeley",,2016,,7
